text,expected,predicted,latency_sec
help me get some new checks since i ran out of them,order_checks,order_checks,0.332
i need to order new checks because i am all out,order_checks,order_checks,0.361
how can i get more checks for my commerce bank checking account,order_checks,order_checks,0.343
"ai, where do i go to order checks for my usbank account",order_checks,order_checks,0.382
can you show me how to get more checkbooks by mail,order_checks,order_checks,0.331
how do i place an order for more checks for my bank of america account,order_checks,order_checks,0.337
"ai,please order some checks for my usbank account",order_checks,order_checks,0.357
order more checkbooks for my community account,order_checks,order_checks,0.339
"can i get some more checkbooks mailed to me, please",order_checks,order_checks,0.348
please order more checks i just used the last one,order_checks,order_checks,0.327
can i get some new checks i'm out of mine,order_checks,order_checks,0.31
"i need to order checks, so can i order some new ones",order_checks,order_checks,0.481
can you overnight me a few checkbooks,order_checks,order_checks,0.331
"ai, show me online options to order more checks for my usbank account",order_checks,order_checks,0.33
can i get more checkbooks for my bank of america checkings account,order_checks,order_checks,0.441
i just used my last check and need more now,order_checks,order_checks,0.371
i ran out of checks and need more ordered,order_checks,order_checks,0.343
how do i order checks for my savings account,order_checks,order_checks,0.355
i wanna get some new checks cause i ran out of them,order_checks,order_checks,0.374
can i order for more checkbooks for my chase bank account,order_checks,order_checks,0.556
is it possible to get more checkbooks for my navy fed account,order_checks,order_checks,0.399
may i order more checks for my well's fargo account,order_checks,order_checks,0.336
am i able to order more checkbooks for my chase account,order_checks,order_checks,0.48
is there a way to order checkbooks for a chase account,order_checks,order_checks,0.322
track my order,order_status,order_status,0.317
when will my order arrive,order_status,order_status,0.409
did my order get delivered,order_status,order_status,0.355
"can you check to see if my order has been delivered, please",order_status,order_status,0.344
has the order that i placed arrived,order_status,order_status,0.386
when will the clothes i ordered online arrive,order_status,order_status,0.439
is my order shown as delivered,order_status,order_status,0.345
i need to track the status of my order,order_status,order_status,0.328
where is my order now,order_status,order_status,0.561
is my package able to be tracked by you,order_status,travel_notification,0.322
i want to track a package i should be getting,order_status,travel_notification,0.373
what time is my package getting here,order_status,travel_notification,0.337
what is the status of my purchase,order_status,order_status,0.342
i need an update on my online order from nespresso,order_status,order_status,0.416
"hey, i just put in my order and i was wondering what the status of it",order_status,order_status,0.329
how is my order doing right now,order_status,order_status,0.355
can you check on the status of my orders at amazon,order_status,order_status,0.397
i need to track my order,order_status,order_status,0.545
can you see if my order was delivered,order_status,order_status,0.382
can you tell me where my item is,order_status,lost_luggage,1.616
check on the status of my order,order_status,order_status,0.394
is my order at the delivery address,order_status,order_status,0.325
is my order here,order_status,order_status,0.359
are they any updates on my order,order_status,order_status,0.345
was the order delivered,order_status,order_status,0.404
"i ordered some curtains off amazon, can you tell me if it's been shipped yet",order_status,order_status,0.324
how far along is my purchase,order_status,order_status,0.343
tell me where my order is,order_status,order_status,0.334
what's going on with my order,order_status,order_status,0.368
"check status on my deliver, has it been delivered",order_status,order_status,0.422
i need to pay my time warner cable bill,pay_bill,pay_bill,0.42
pay the cable bill with my visa card,pay_bill,pay_bill,0.351
i need your help to pay my gas bill,pay_bill,pay_bill,0.34
pay my mortgage from my checkings accounts,pay_bill,pay_bill,0.424
i need to pay this month's tv subscription fee,pay_bill,pay_bill,0.338
do a car payment from my savings account,pay_bill,transfer,0.334
pay my cable bill directly from my checking account,pay_bill,pay_bill,3.158
i want to pay my electric bill,pay_bill,pay_bill,0.348
pay my water bill from my chase account please,pay_bill,pay_bill,0.349
i want to pay my rent bill,pay_bill,pay_bill,0.463
pay a bribe using my money market account,pay_bill,transfer,0.319
can you give me a hand paying my water bill,pay_bill,pay_bill,0.397
i want to pay a bill,pay_bill,pay_bill,0.325
"pull up my electric bill, i want to pay it",pay_bill,pay_bill,0.395
pay my electric bill from my paypal account,pay_bill,pay_bill,0.331
i know i should pay my electric bill,pay_bill,bill_balance,0.508
pay my internet bill with my discover account,pay_bill,pay_bill,0.333
pay my con edison bill using my capital one account,pay_bill,pay_bill,0.363
can i pay my bill,pay_bill,pay_bill,1.814
pay $175 on my visa,pay_bill,pay_bill,3.409
i gotta pay my cable bill,pay_bill,bill_balance,0.341
i'd really like to pay this bill,pay_bill,pay_bill,0.436
is there anyone available to help pay an internet bill,pay_bill,pay_bill,0.332
my electric bill should be paid today,pay_bill,bill_due,0.392
i need some assistance paying my utilities bill,pay_bill,pay_bill,3.165
today is the day i should pay my electric bill,pay_bill,bill_due,0.337
i got to pay my cable bill,pay_bill,pay_bill,0.337
i need to put in a payment towards my phone bill,pay_bill,pay_bill,0.33
pay the red cross the monthly donation,pay_bill,pay_bill,0.331
i wish to pay my cable bill,pay_bill,pay_bill,0.332
what day's my pay coming next,payday,payday,0.344
when will i be getting my next paycheck,payday,payday,0.324
my next payday,payday,payday,0.405
tell me when my next paycheck is set to arrive,payday,payday,0.334
what date did i receive my last paycheck,payday,payday,0.489
i am trying to find out when is the next payday,payday,payday,0.402
i wanna know when i was paid last,payday,payday,0.365
what is the date of my last paycheck,payday,payday,0.322
how long is it until payday,payday,payday,0.351
what's the date of my next paycheck,payday,payday,0.427
how much longer until the next payday,payday,payday,0.357
find out when my next upcoming payday will be,payday,payday,0.329
please give me the expected arrival date for my next paycheck,payday,payday,0.509
what date is the next payday,payday,payday,0.322
let me know when i'm going to be paid,payday,payday,0.325
when was the last time i got paid,payday,payday,0.476
i need to know when to expect my next paycheck,payday,payday,0.337
did i receive my paycheck this week,payday,payday,0.346
look up when my payday is supposed to be,payday,payday,0.329
how much is on my paycheck this week,payday,income,0.358
what day is my next payday,payday,payday,0.332
when do i next get paid,payday,payday,0.335
what date do i get paid,payday,payday,0.381
what date is the next day i get paid,payday,payday,0.327
tell me when i received my most recent paycheck,payday,payday,0.337
tell me my next paycheck,payday,payday,3.081
what is my pay,payday,payday,0.331
when will my payment be deposited,payday,payday,0.333
when will i get paid next,payday,payday,0.335
tell me when my next paycheck will be here,payday,payday,0.337
i want a new pin for my savings account,pin_change,pin_change,1.806
i don't remember the pin number to my card,pin_change,pin_change,0.331
go my to checking account and switch my pin to 1234,pin_change,pin_change,0.371
i need to update the pin number of my aaa visa,pin_change,pin_change,0.326
make 1234 the pin on my savings account,pin_change,pin_change,0.32
tell me how to retrieve my pin number,pin_change,pin_change,0.412
help me change my pin number for my money market account,pin_change,pin_change,0.325
i would like to change the name on my credit card account,pin_change,change_user_name,0.362
i gotta change my pin number for my debit account,pin_change,pin_change,0.331
i seem to have lost the pin for my retirement account,pin_change,pin_change,0.342
please change my checking account pin to 1234,pin_change,pin_change,0.33
how do i change the account pin number for me,pin_change,pin_change,0.325
access my checking account and update my pin to 1234,pin_change,pin_change,0.32
correct my account pin to 1234 on my checking account,pin_change,pin_change,0.342
i want to change my pin number for my checking account,pin_change,pin_change,0.431
i'm afraid i've forgotten the pin for my 401k account,pin_change,pin_change,0.383
can you reset my pin number,pin_change,pin_change,0.323
change the pin on my bank of america account to be 1234,pin_change,pin_change,0.356
i want a new pin on my card of private client account,pin_change,pin_change,0.529
what's the pin number for my checking account,pin_change,pin_change,0.324
i would like to change my pin number for my chase account,pin_change,pin_change,0.336
i would like to change the name on my capital one account,pin_change,change_user_name,0.34
please tell me my pin number for my synovus account,pin_change,pin_change,0.332
help me change my pin number,pin_change,pin_change,0.355
set up a new pin number on my college fund account and make it be 1234,pin_change,pin_change,3.226
can you tell me my password checking account,pin_change,account_blocked,0.335
i am unable to remember what my pin is for my bank of america checking account,pin_change,pin_change,3.525
i need to know the pin number,pin_change,pin_change,0.325
i would like to change the name on my checking account,pin_change,change_user_name,0.347
i want to update my pin number on my bank of america account,pin_change,pin_change,0.338
can i get some music by three six mafia in here,play_music,play_music,0.326
can you play music by the rolling stones,play_music,play_music,4.873
can i hear my smooth jazz playlist,play_music,play_music,0.557
"can you play the song that goes like, ""starships were meant to fly",play_music,play_music,0.442
i want to hear my slow playlist,play_music,play_music,0.38
play a song,play_music,play_music,0.388
turn on top 20 country hits,play_music,play_music,0.355
can i hear some music by cloud control,play_music,play_music,0.483
"please play that song that goes, ""starships were meant to fly",play_music,play_music,0.35
i want to hear my rock playlist,play_music,play_music,0.358
play the song called baby shark,play_music,play_music,0.351
please play even flow by pearl jam,play_music,play_music,0.45
can you play the song that goes doo doo doo,play_music,play_music,0.346
please play the song that goes like america the beautiful,play_music,play_music,3.596
play the song called blood brothers,play_music,play_music,0.451
what does x’s music sound like,play_music,what_song,0.354
can you play music by the beatles,play_music,play_music,3.589
i am in the mood to listen to mack the knife,play_music,play_music,0.334
play a song for me,play_music,play_music,0.338
put my workout playlist on,play_music,play_music,0.385
i want to hear satisfaction,play_music,next_song,0.348
pull up my shower playlist,play_music,update_playlist,0.354
can you find music by slow magic to put on,play_music,play_music,0.328
do you have music by elvis,play_music,play_music,1.088
"can you play the song amazing grace and it goes like this, amazing grace how sweet the sound",play_music,play_music,0.644
are you able to play beatles songs,play_music,play_music,0.405
fetch the song smells like teen spirit and play it,play_music,play_music,0.349
can you play music,play_music,play_music,0.345
i need for you to play my maroon 5 playlist,play_music,play_music,0.332
can you play right above it,play_music,play_music,0.329
do they use weird plugs in australia where i'd need some kind of socket converter,plug_type,plug_type,0.364
which plug is used in japan,plug_type,plug_type,0.335
z uses which type of plug,plug_type,plug_type,0.325
"in osaka, do i need a plug converter for my electronics",plug_type,plug_type,0.326
electrical plugs used in that country,plug_type,plug_type,3.142
in australia what outlet type do they use,plug_type,plug_type,3.411
will i require a plug converter when i visit kenya,plug_type,plug_type,0.329
do i really need a plug converter when in london,plug_type,plug_type,3.218
if i visit cairo will i need a plug converter,plug_type,plug_type,0.863
how do i know what the outlets are like,plug_type,plug_type,0.343
how do i plug stuff in in france,plug_type,plug_type,3.191
does england require socket converters,plug_type,plug_type,0.332
what kind of plug does my hair dryer use in south korea,plug_type,plug_type,0.337
what plug does colombia use,plug_type,plug_type,3.596
do i need a socket converter if i'm going to be in hong kong,plug_type,plug_type,0.344
what kind of plugs will i need when i'm in ecuador,plug_type,plug_type,0.346
are the electric plugs the same over in that country,plug_type,plug_type,3.532
do i need a plug converter in doha,plug_type,plug_type,0.345
what do i need for a plug in wales,plug_type,plug_type,0.421
what type of plug do i need to bring if i visit japan,plug_type,plug_type,0.426
what kind of plug is used in japan,plug_type,plug_type,0.341
what kind of plug does the country use,plug_type,plug_type,0.352
will i need to get a plug converter when i visit guam,plug_type,plug_type,0.345
what plugs are in england,plug_type,plug_type,0.37
are socket converters needed if i'm going to cape town,plug_type,plug_type,0.46
is a socket converter necessary if i'm travelling to london,plug_type,plug_type,1.506
are barcelona plugs compatible,plug_type,plug_type,0.521
do i need a socket converter if i'm going to be in ohio,plug_type,plug_type,0.343
what are the cuban plugs like,plug_type,plug_type,0.355
will i need a plug converter for my electronics in amman,plug_type,plug_type,0.341
how much vacation time do i have,pto_balance,pto_balance,0.352
what's the number of remaining vacation days i have,pto_balance,pto_balance,0.354
can you tell me how many pto days do i have left,pto_balance,pto_balance,0.467
how many days of vacation do i have,pto_balance,pto_balance,0.339
what number of pto days do i have left,pto_balance,pto_balance,0.324
what is my remaining amount of pto days,pto_balance,pto_balance,0.354
how many weeks of vacation time do i have,pto_balance,pto_balance,0.346
how much paid time off have i earned to date,pto_balance,pto_balance,0.326
do you know ho many vacation days i currently have,pto_balance,pto_balance,0.347
how many pto days are in my possesion,pto_balance,pto_balance,0.334
what is the saved vacation time i have left,pto_balance,pto_balance,3.277
how many days for vacation do i have left,pto_balance,pto_balance,3.233
can you figure out how many vacation days i have left,pto_balance,pto_balance,0.315
what amount of vacation days do i have,pto_balance,pto_balance,0.328
so i have any vacation days left,pto_balance,pto_balance,0.326
check days of pto,pto_balance,pto_balance,0.353
how many days off for vacation do i have left,pto_balance,pto_balance,0.338
could you tell me how many pto days do i have left,pto_balance,pto_balance,0.339
i need to know how many pto days are left,pto_balance,pto_balance,0.366
i have how many vacation days left,pto_balance,pto_balance,1.955
do i have any vacation days left,pto_balance,pto_balance,0.341
how many vacation days are remaining on my time,pto_balance,pto_balance,0.342
how many days are remaining on my vacation days,pto_balance,pto_balance,0.335
what do my pto days amount to,pto_balance,pto_balance,0.347
i would like to know my vacation days balance,pto_balance,pto_balance,0.365
check how much pto i have left,pto_balance,pto_balance,0.379
tell me how many vacation days i have left,pto_balance,pto_balance,0.332
how many of my vacation days do i have remaining,pto_balance,pto_balance,0.344
how much pto days do i have remaining,pto_balance,pto_balance,0.339
do i have enough pto to take time off,pto_balance,pto_balance,0.331
what steps should i take if i want to request vacation,pto_request,pto_request,0.331
i need a pto request put in for the weekend of june 1st to june 2nd,pto_request,pto_request,0.424
would you be able to tell me how to make a vacation request,pto_request,pto_request,0.364
how would one make a vacation request,pto_request,pto_request,0.366
schedule a pto request for me on march 1-2,pto_request,pto_request,0.33
can you help me plan a vacation,pto_request,travel_suggestion,0.348
i need to make a vacation request; how,pto_request,pto_request,0.371
create for me a pto request for march 16-21,pto_request,pto_request,0.332
can i put in a pto request for monday to wednesday,pto_request,pto_request,0.392
can i put in a pto request for september 1st to september 8th,pto_request,pto_request,0.353
what do i do to set up a vacation,pto_request,travel_suggestion,0.371
i am requesting pto for march 2 and 3,pto_request,pto_request,0.415
can you tell me how to make a vacation request,pto_request,pto_request,0.345
may i take a pto on february 7 and 8,pto_request,pto_request,0.371
how do i book a vacation,pto_request,travel_suggestion,0.366
what's the method for requesting a vacation,pto_request,pto_request,3.082
please make a pto request from dates september 1 to 15,pto_request,pto_request,0.366
can i put in a pto request for december 25th to january 1st,pto_request,pto_request,0.346
please help me make a request for vacation,pto_request,pto_request,0.346
i need to request a vacation,pto_request,pto_request,0.339
can you put in a pto request for the 5th of june to june 8th,pto_request,pto_request,0.359
make a pto request from april 2 to april 4,pto_request,pto_request,0.329
how is a vacation request made,pto_request,pto_request,0.339
i need to put in a pto request for march 4 to march 6,pto_request,pto_request,0.355
tell me whether i can put a pto request in for may 10 to may 15,pto_request,pto_request,0.357
i would like to know if i can put a pto request in for march 19 to march 20,pto_request,pto_request,0.328
can i put in a pto request for may 1 to may 5,pto_request,pto_request,0.39
how do i put in a vacation request,pto_request,pto_request,0.605
can you put in a pto request for march 4 to march 6 for me,pto_request,pto_request,0.341
when can i put a pto request in for feb 22 to march 1,pto_request,pto_request,0.334
is my vacation approved yet,pto_request_status,application_status,0.345
has my time off request been approved yet,pto_request_status,pto_request_status,0.375
is vacation a go,pto_request_status,travel_suggestion,0.35
"on my vacation request, what is the latest information",pto_request_status,pto_request_status,1.888
did they approve my day off request,pto_request_status,pto_request_status,0.359
has my vacation request been approved yet,pto_request_status,pto_request_status,0.347
has my request for time off been approved,pto_request_status,pto_request_status,0.468
when will my vacation time be confirmed,pto_request_status,confirm_reservation,0.349
will i get my time off approved,pto_request_status,pto_request,0.349
"the status of my day off request, please",pto_request_status,pto_request_status,0.369
do you know if my vacation request has been approved,pto_request_status,pto_request_status,0.333
do you know if vacation got approved,pto_request_status,application_status,0.795
what is the day off request status if you would tell me,pto_request_status,pto_request_status,0.377
what is the status of my vacation time request,pto_request_status,pto_request_status,0.4
i need you to let me know what the status of my day off request is,pto_request_status,pto_request_status,0.365
has my vacation request been approved,pto_request_status,pto_request_status,0.37
i want to check on my vacation request,pto_request_status,pto_request_status,0.618
did my vacation get approval,pto_request_status,application_status,0.432
is the request for vacation i filed with my manager at intel approved yet,pto_request_status,pto_request_status,0.421
is there a status update on my vacation approval,pto_request_status,application_status,0.335
tell me if my vacation was approved yet,pto_request_status,application_status,0.336
what's the status of my vacation days,pto_request_status,pto_balance,0.394
what is the update on my vacation request,pto_request_status,pto_request_status,0.355
has my manager at mcdonald's confirmed i can take vacation,pto_request_status,pto_request_status,0.341
status of my request for vacation,pto_request_status,pto_request_status,0.376
when will i hear back about my days off,pto_request_status,pto_request_status,0.342
has my day off request been approved or denied yet,pto_request_status,pto_request_status,0.365
"hey, have you approved my vacation time yet",pto_request_status,pto_request_status,0.338
tell me about my vacation request,pto_request_status,pto_request_status,0.34
can you notify me when my vacation days have approved,pto_request_status,pto_request_status,0.331
i want to know how many days off i have utilized until now,pto_used,pto_used,0.39
how many of my sick days have i gone through,pto_used,pto_used,0.329
how many vacation days have i used,pto_used,pto_used,0.338
how many vacation days have i used up,pto_used,pto_used,0.696
can you tell how many days i already took off this year,pto_used,pto_used,0.388
i need to know the number of days off i have taken at this point,pto_used,pto_used,0.374
i have used how much pto so far,pto_used,pto_used,0.365
i need to know how many days so far i've taken off,pto_used,pto_used,0.406
how much so far pto have i used,pto_used,pto_used,0.345
please find out how many of my vacation days i have spent,pto_used,pto_used,0.31
how many vacation days i have used,pto_used,pto_used,0.325
look up the amount of vacation days i have used please,pto_used,pto_used,0.323
how much time did i take off so far,pto_used,pto_used,0.351
so far how much pto have i used,pto_used,pto_used,0.339
can you tell me how much pto have i use,pto_used,pto_used,0.336
tell me the exact amount of pto i have used,pto_used,pto_used,0.342
what kind of vacation days have i used so far,pto_used,pto_used,0.332
how many vacation and sick days have i taken,pto_used,pto_used,0.336
how many days have i used,pto_used,pto_used,0.373
can you tell me how many vacation days i've taken,pto_used,pto_used,0.339
how many day off i have taken,pto_used,pto_used,0.342
see how many days i've taken off so far,pto_used,pto_used,0.325
what is the amount of my taken off days so far,pto_used,pto_used,0.318
what is the amount of pto have i used,pto_used,pto_used,0.336
look up my total number of days off so far,pto_used,pto_used,0.338
let me know how many vacation have i utilized,pto_used,pto_used,0.325
how many times did i take a day off,pto_used,pto_used,0.337
what is the amount of pto have i use,pto_used,pto_used,0.34
how much paid time off have i taken,pto_used,pto_used,0.336
i need to know how many days off i have used so far,pto_used,pto_used,5.255
what do i need to do to cook a chicken,recipe,recipe,0.377
give me a tuna salad recipe,recipe,recipe,0.474
find a recipe for baked ziti,recipe,recipe,0.313
how do you make blue cheese dressing,recipe,recipe,0.325
i need a pasta recipe,recipe,recipe,3.363
can you find me a recipe for ribs,recipe,recipe,0.379
how do i get started making homemade pizza dough,recipe,recipe,0.328
how do i make lassagna,recipe,recipe,4.99
do you have any good ways to make tomato soup,recipe,recipe,0.342
how do you prepare omelet,recipe,recipe,0.349
can you get me recipes for eggs please,recipe,recipe,0.304
what is a good recipe for steak,recipe,recipe,0.319
can you instruct me on how to make german chocolate cake,recipe,recipe,0.329
search for chili recipes,recipe,recipe,0.346
recipe for beef stroganoff,recipe,recipe,0.722
find a recipe for hamburgers,recipe,recipe,0.356
tell me how to make ramen,recipe,recipe,0.328
give me a good recipe for chicken parmesan,recipe,recipe,0.32
can you find me a brisket recipe,recipe,recipe,0.351
tell me how to make chow mein,recipe,recipe,0.324
i need you to find me a recipe for fried shrimp,recipe,recipe,0.349
how do you create pork chili,recipe,recipe,0.433
what do i need to do to make blackberry pie,recipe,recipe,0.301
show me how to make tuna casserole please,recipe,recipe,0.563
what is needed you to cook apple pie,recipe,ingredients_list,0.324
i need help finding a recipe for enchiladas,recipe,recipe,0.322
how do i make lasagna,recipe,recipe,0.323
can you find me a recipe for honey ham,recipe,recipe,0.317
recipes for garlic bread please,recipe,recipe,0.327
can you find me a pork recipe,recipe,recipe,0.336
what can i buy with credit card points,redeem_rewards,redeem_rewards,0.347
at what point balance can i redeem my points,redeem_rewards,redeem_rewards,0.368
"i want to redeem points on my chase card, but how",redeem_rewards,redeem_rewards,1.036
what are the steps to get my rewards for my visa card,redeem_rewards,redeem_rewards,0.424
i have a lot of credit card points saved up and would like to start redeeming them,redeem_rewards,redeem_rewards,0.389
tell me how to get my points from credit card use cashed in,redeem_rewards,redeem_rewards,0.459
where do i redeem my credit card points,redeem_rewards,redeem_rewards,3.533
do i have enough points to for a redemption,redeem_rewards,redeem_rewards,0.369
i would like to find out how to cash out cred card points,redeem_rewards,redeem_rewards,0.348
what do i have to do to use my credit points acquired through purchases,redeem_rewards,redeem_rewards,0.379
can i get cash back for my points,redeem_rewards,redeem_rewards,0.341
can i convert my credit card points to milage,redeem_rewards,redeem_rewards,0.354
"i have credit card points, how do i redeem them",redeem_rewards,redeem_rewards,1.262
please redeem my credit card points,redeem_rewards,redeem_rewards,0.398
what are ways to utilize my credit card points,redeem_rewards,redeem_rewards,0.348
transfer my cash reward balance to my bank,redeem_rewards,redeem_rewards,0.38
cash in rewards for my visa card,redeem_rewards,redeem_rewards,0.357
where would i get my rewards for my master card,redeem_rewards,redeem_rewards,0.359
how do i use my card reward points for my next flight,redeem_rewards,redeem_rewards,0.359
what's the way to cash in my rewards for my citibank card,redeem_rewards,redeem_rewards,0.466
how do i get my rewards from my visa card,redeem_rewards,redeem_rewards,0.371
how can i cash in rewards on my discover card,redeem_rewards,redeem_rewards,0.34
can you check with my credit card company and see if i can redeem my points,redeem_rewards,redeem_rewards,0.353
how can i claim my rewards for my visa card,redeem_rewards,redeem_rewards,0.449
can i redeem my points for flights,redeem_rewards,redeem_rewards,1.438
can i use my points to pay my credit card,redeem_rewards,redeem_rewards,0.35
i need to use my credit points,redeem_rewards,redeem_rewards,0.346
walk me through the best ways to use my credit card points,redeem_rewards,redeem_rewards,0.36
where can i cash out my card points,redeem_rewards,redeem_rewards,0.856
i want to use my credit rewards now,redeem_rewards,redeem_rewards,0.384
what did i put on my list of reminders,reminder,reminder,0.685
please read all the items on my reminder list,reminder,reminder,0.807
list my reminders,reminder,reminder,0.378
please read my reminder list,reminder,reminder,0.527
what is it i wanted to bear in mind,reminder,reminder,0.323
tell me my reminder list,reminder,reminder,0.335
i want to know my reminders,reminder,reminder,0.325
what did i want to remember again,reminder,reminder,0.351
i want to hear my reminder list,reminder,reminder,0.357
read what i added to the reminder list,reminder,reminder,0.35
can you remind me what i was trying to remember,reminder,reminder,0.484
can you read my list back to me,reminder,repeat,0.373
can you please repeat my list back to me,reminder,repeat,0.328
"whats on my reminder list, read back",reminder,reminder,0.44
what stuff am i trying to remember,reminder,todo_list,1.074
what was it i wanted to remember,reminder,reminder,0.335
read my reminder list,reminder,reminder,0.346
"on my reminders list, is there an item called conference call",reminder,reminder,0.311
did i tell you to remind me about laundry,reminder,reminder,0.431
walk me through the items on my reminder list,reminder,todo_list,0.332
what did i want to remember,reminder,reminder,0.368
"""which things are wanted to remember",reminder,reminder,0.466
read my reminder list to me please,reminder,reminder,0.356
what is now on my reminder list,reminder,todo_list,0.384
refresh my memory about what items i want to remember,reminder,reminder,0.348
is grocery shopping on my reminders list,reminder,todo_list,0.331
tell me my current reminders list,reminder,reminder,0.355
what things did i not want to forget,reminder,todo_list,0.318
what does my running list of stuff to do list,reminder,todo_list,0.375
what do i have on my list of reminders,reminder,reminder,0.358
set reminder to prepare for my meeting at 10 am,reminder_update,reminder,0.341
remind me to put gas in my car,reminder_update,reminder,0.371
remind me to take the chicken out in a hour,reminder_update,reminder,0.336
set a reminder to feed the dogs,reminder_update,reminder,0.403
set up a reminder that i need to pay my car ins the 23rd,reminder_update,reminder,1.728
help me to remember to pick up stan later,reminder_update,reminder,0.483
"the next time it rains, remind me to close the windows",reminder_update,reminder,0.428
make reminder to pay rent on the 30th of every month,reminder_update,reminder,0.508
i would like you to remind me to do something,reminder_update,reminder,0.51
create a reminder for me to send flowers to my mom for mother's day,reminder_update,reminder,0.352
don't let me forget to check the steak,reminder_update,reminder,0.339
set up a new reminder to alert me when it's time to put the trash out,reminder_update,reminder,0.469
set up a reminder so i don't forget the baby shower this weekend,reminder_update,reminder,0.444
i need a reminder to wash dishes,reminder_update,reminder,0.389
i need to be reminded to do something,reminder_update,reminder,0.708
set a reminder to buy bread,reminder_update,reminder,0.418
create a reminder to change my oil,reminder_update,reminder,0.337
don't forget to tell me to call my mother,reminder_update,reminder,0.844
dont let me forget to do that thing later,reminder_update,reminder,0.496
can you set a reminder for me,reminder_update,reminder,0.33
i want you to remind me of something,reminder_update,reminder,0.608
you need to remind me to do something,reminder_update,reminder,0.323
i need to set up a reminder for myself,reminder_update,reminder,0.4
are you able to remind me about something,reminder_update,reminder,0.421
i just put steaks on the grill remind me to check them at the right time,reminder_update,reminder,0.413
i need to make a reminder,reminder_update,reminder,0.382
can you set me a reminder,reminder_update,reminder,0.52
set a reminder for me to call my brother at 8 pm,reminder_update,reminder,1.904
remind me tommorow at 3pm i have a doctors appointment,reminder_update,reminder,0.464
remind me,reminder_update,reminder,1.096
can you please say that again,repeat,repeat,0.734
i didn't hear you can you say that again,repeat,repeat,0.388
would you mind repeating that,repeat,repeat,0.358
i would like you to repeat yourself,repeat,repeat,1.238
can you repeat what you said,repeat,repeat,0.344
"sorry, i didn't hear you, can you say that gain",repeat,repeat,0.868
come again with that,repeat,repeat,0.342
"could you repeat that, please",repeat,repeat,0.33
"i did not quite hear you, can you say it again",repeat,repeat,0.895
i need you to please repeat that,repeat,repeat,0.455
ai could you say that again,repeat,repeat,0.315
what,repeat,what_can_i_ask_you,1.105
please say it again,repeat,repeat,0.319
"i'm sorry, i didn't understand what you said",repeat,repeat,0.365
ai please repeat,repeat,repeat,3.414
sorry i missed that,repeat,repeat,0.595
i didn't catch that,repeat,repeat,0.779
"i didnt understand what you just said, can you say it again",repeat,repeat,1.182
i would like you to repeat it,repeat,repeat,3.687
one more time please,repeat,repeat,0.42
"i couldn't hear you, can you repeat it",repeat,repeat,3.614
can you repeat that question,repeat,repeat,0.378
can you please repeat that response,repeat,repeat,0.639
please repeat over what you said,repeat,repeat,0.999
what was that question again,repeat,repeat,1.044
repeat the question,repeat,repeat,0.524
i'm sorry please repeat the question,repeat,repeat,0.323
please ask me again,repeat,repeat,0.317
can you repeat the question again,repeat,repeat,0.477
repeat that please,repeat,repeat,2.461
how soon does it take a card new card to get mailed to me,replacement_card_duration,replacement_card_duration,0.514
how long before my new card is mailed to me,replacement_card_duration,replacement_card_duration,0.478
how long does it take to get a replacement credit card when your last one was stolen,replacement_card_duration,replacement_card_duration,1.431
how long before my updated cc takes to arrive,replacement_card_duration,replacement_card_duration,1.768
what is the length of time it takes a new card to get mailed to me,replacement_card_duration,replacement_card_duration,0.357
how long will a new card take to reach me,replacement_card_duration,replacement_card_duration,0.347
time to order and receive a new credit card,replacement_card_duration,new_card,0.314
what's the transit time on a new card,replacement_card_duration,replacement_card_duration,0.397
how long does it take to get a new credit card,replacement_card_duration,replacement_card_duration,0.468
will you notify me when my new card is on the way,replacement_card_duration,travel_notification,1.405
how many days will it take to get a new credit card to replace the one stolen from me,replacement_card_duration,replacement_card_duration,0.365
what is amount of time it takes to get a new credit card i lost mine recently,replacement_card_duration,replacement_card_duration,0.437
how long will i have to wait until they replace a stolen credit card,replacement_card_duration,replacement_card_duration,0.4
how long will it take a new card to come in the mail,replacement_card_duration,replacement_card_duration,0.528
how many days does it take to receive a new card,replacement_card_duration,replacement_card_duration,0.628
what is the earliest date i can get my new card,replacement_card_duration,new_card,0.36
how long does it take for a credit card to be reissued and mailed to me,replacement_card_duration,replacement_card_duration,0.968
can credit card companies expedite delivery of reissued credit cards,replacement_card_duration,replacement_card_duration,0.487
my new card will get here in the mail when,replacement_card_duration,expiration_date,0.55
when can i expect my replacement card,replacement_card_duration,replacement_card_duration,0.453
how long before the replacement card is mailed to me,replacement_card_duration,replacement_card_duration,0.401
how long does it usually take for a new credit card to come,replacement_card_duration,replacement_card_duration,1.127
what's the phone number for my credit card company,replacement_card_duration,account_blocked,0.397
will i get getting my new card anytime soon,replacement_card_duration,new_card,0.357
is my replacement card due to arrive in the mail today,replacement_card_duration,replacement_card_duration,0.526
let me know the wait on a replacement credit card,replacement_card_duration,replacement_card_duration,0.376
i need to know the time it takes to get a new credit card sent to someone who lost theirs,replacement_card_duration,replacement_card_duration,0.451
what date will my card be here,replacement_card_duration,expiration_date,0.404
can you call the help desk line for my credit card company,replacement_card_duration,make_call,0.688
what's the typical time it takes for a new card to arrive,replacement_card_duration,replacement_card_duration,0.662
i've got a fraudulent purchase from kayak on my account,report_fraud,report_fraud,0.396
i want to report fraudulent activity on my quicksilver card,report_fraud,report_fraud,0.423
